./traincascade/todos/p_apica_14.jpeg 1 103 207 128 176
./traincascade/todos/p_apica_15.jpeg 1 91 163 130 181
./traincascade/todos/p_apica_16.jpeg 1 60 152 160 239
./traincascade/todos/p_apica_17.jpeg 1 95 167 170 260
./traincascade/todos/p_apica_18.jpeg 1 98 193 121 181
./traincascade/todos/p_apica_19.jpeg 1 91 179 125 221
./traincascade/todos/p_apica_2.jpeg 1 104 211 114 171
./traincascade/todos/p_apica_20.jpeg 1 84 171 164 228
./traincascade/todos/p_apica_21.jpeg 1 63 151 170 240
./traincascade/todos/p_apica_22.jpeg 1 74 140 118 168
./traincascade/todos/p_apica_23.jpeg 1 143 107 147 217
./traincascade/todos/p_apica_24.jpeg 1 109 158 135 199
./traincascade/todos/p_apica_25.jpeg 1 95 173 123 186
./traincascade/todos/p_apica_26.jpeg 1 106 178 142 218
./traincascade/todos/p_apica_27.jpeg 1 88 156 146 232
./traincascade/todos/p_apica_28.jpeg 1 90 153 155 214
./traincascade/todos/p_apica_29.jpeg 1 98 162 148 232
./traincascade/todos/p_apica_3.jpeg 1 118 84 173 265
./traincascade/todos/p_apica_30.jpeg 1 92 211 121 188
./traincascade/todos/p_apica_31.jpeg 1 84 178 121 164
./traincascade/todos/p_apica_32.jpeg 1 162 223 122 170
./traincascade/todos/p_apica_33.jpeg 1 121 200 107 182
./traincascade/todos/p_apica_34.jpeg 1 135 305 89 131
./traincascade/todos/p_apica_35.jpeg 1 136 279 94 137
./traincascade/todos/p_apica_36.jpeg 1 138 219 61 95
./traincascade/todos/p_apica_37.jpeg 1 146 217 81 125
./traincascade/todos/p_apica_38.jpeg 1 142 229 75 104
./traincascade/todos/p_apica_39.jpeg 1 129 221 84 118
./traincascade/todos/p_apica_4.jpeg 1 120 114 84 145
./traincascade/todos/p_apica_40.jpeg 1 172 235 61 92
./traincascade/todos/p_apica_5.jpeg 1 107 176 96 136
./traincascade/todos/p_apica_6.jpeg 1 77 259 130 196
./traincascade/todos/p_apica_7.jpeg 1 100 165 128 242
./traincascade/todos/p_apica_8.jpeg 1 72 160 142 256
./traincascade/todos/p_apica_9.jpeg 1 104 187 131 170
./traincascade/todos/p_paola_1.jpeg 1 56 113 167 254
./traincascade/todos/p_paola_2.jpeg 1 85 138 150 216
./traincascade/todos/p_paola_3.jpeg 1 75 141 149 242
./traincascade/todos/p_paola_4.jpeg 1 81 177 121 174
./traincascade/todos/p_paola_5.jpeg 1 75 182 124 184
./traincascade/todos/p_paola_6.jpeg 1 91 168 131 194
./traincascade/todos/p_paola_7.jpeg 1 59 163 152 224
